# BEAST v1.7.5
# Generated Fri Feb 28 17:05:44 CET 2014 [seed=1393603543763]
state	species.coalescent	speciesTree.rootHeight	posterior	speciation.likelihood	prior	likelihood	species.popMean	speciesTree.splitPopSize1	speciesTree.splitPopSize2	speciesTree.splitPopSize3	speciesTree.splitPopSize4	speciesTree.splitPopSize5	speciesTree.splitPopSize6	speciesTree.splitPopSize7	speciesTree.splitPopSize8	speciesTree.splitPopSize9	speciesTree.splitPopSize10	species.birthDeath.meanGrowthRate	species.birthDeath.relativeDeathRate	cluster224.treeModel.rootHeight	cluster224.kappa	cluster224.frequencies1	cluster224.frequencies2	cluster224.frequencies3	cluster224.frequencies4	cluster224.clock.rate	cluster793.treeModel.rootHeight	cluster793.kappa	cluster793.frequencies1	cluster793.frequencies2	cluster793.frequencies3	cluster793.frequencies4	cluster793.clock.rate	cluster822.treeModel.rootHeight	cluster822.kappa	cluster822.frequencies1	cluster822.frequencies2	cluster822.frequencies3	cluster822.frequencies4	cluster822.clock.rate	cluster224.treeLikelihood	cluster793.treeLikelihood	cluster822.treeLikelihood
300000	37.79048865073388	7.830429196517972E-4	-1870.4295561815595	17.528124456879794	94.05610180723149	-1964.485657988791	0.001601483317041093	0.008670117116620298	0.005174857413581477	8.628085589545622E-4	0.0037493941288641837	0.0022519262588483547	0.002900385996154416	0.001880905649076039	0.002752953340235102	4.564430894256495E-4	0.0039011509697158787	59.992018227531936	0.9017315122945702	0.010501376386493818	24.04233949656035	0.19571911133066255	0.3300449523405954	0.27019694450291404	0.20403899182582907	0.6019795650591058	0.0021484145281411237	0.337912112750072	0.14420131752036505	0.35030643129269023	0.26631220923807664	0.2391800419488681	0.6105311131026049	0.015215890912559807	39.6928717962208	0.10384036285898277	0.31082597379530735	0.3306699144141584	0.2546637489315513	0.19724990177307614	-927.2363851263069	-651.8611932867676	-385.38807957571623
330000	42.40496923202005	0.013360635894915839	-1873.867130857694	9.92833586132935	94.04190790562245	-1967.9090387633164	0.001346253549275777	0.0038302880665492464	0.00888940871378342	0.005837641905328916	0.007154914727157525	0.0022869655861955324	0.0036259692638678513	0.0025782037767155203	0.002380597073812398	0.0027545774386210182	0.0036211280579398447	45.911006164537454	0.543189520444111	0.014755046079950755	16.84662421927565	0.1740294826367647	0.3124688982762698	0.3028980174753611	0.2106036016116054	0.43383847975339945	0.014498855735916038	4.198973515323916	0.17003307350752894	0.3167949682004546	0.262927717305087	0.25024424098692954	0.05783375854417866	0.01378628128802796	63.778763930128456	0.08747176707984444	0.35358036867030884	0.26222182685159645	0.29672603739825	0.12816704953423025	-929.047138803779	-653.9692768940552	-384.89262306548216
360000	17.091217197635636	0.601745146985805	-1930.3606919840092	-3.6199455451184495	38.69986115177268	-1969.060553135782	0.03934744383537993	0.12448987033195548	0.2080618253774753	0.15412746430538787	0.17357878617360772	0.01179445775982936	0.07498885532572455	0.05408459958476628	0.03657642556162068	0.04862640734853263	0.033518987753142694	0.286341429201419	0.2467384126530405	0.6207400830311068	16.04490740811869	0.22684403609614362	0.31812012974956194	0.28712366991296373	0.16791216424133168	0.008462877062878585	0.7383508744657072	0.4561341141837925	0.15159403897635895	0.31493936630938324	0.29603087204845907	0.23743572266579896	0.0011263902157399122	0.6093519918445801	35.640354058055244	0.11215666916655316	0.3020033595371407	0.336738193315175	0.24910177798113078	0.004791955577842864	-930.3065464897521	-653.1195978625767	-385.6344087834531
390000	3.5063763574890547	8.201608727940862	-1962.3308556216462	-9.36060250717505	10.126355914631352	-1972.4572115362776	0.1337528691407497	0.5372401528867977	0.9394904130524763	0.4091054778443294	0.6469535570922005	0.26809910623316496	0.01718537162975884	0.0956952907142616	0.21566887360886489	0.12325287004391362	0.5781693844217071	0.041565070064516305	0.7866261789062291	8.767421604007085	9.01348587163973	0.21156168963132918	0.32265207329433715	0.28660747467115344	0.17917876240318117	0.0015839379372033706	8.49773424684449	1.7694920039072486	0.16730229898539073	0.3376568613896718	0.2805523116318501	0.21448852799308754	1.0397386386956056E-5	8.520564045675465	79.47904755537203	0.07640962508798256	0.3972200881057147	0.284212905935751	0.24215738087055133	6.025739544985361E-4	-932.4308173048939	-654.4911193056441	-385.5352749257394
420000	54.633207508210646	0.008878368817318348	-1854.1865866627306	10.828662330065198	118.16776222100793	-1972.3543488837386	4.707548575082411E-4	0.0031531942238059454	0.0018301696948072096	0.0024410410450692115	0.0012661185424777978	9.696824048422333E-4	2.0475674172885206E-4	0.0015166529224548378	9.483683323001944E-4	5.769313030118606E-4	1.5963191387479415E-4	49.69787855694593	0.2326363728098427	0.00888613004501085	14.054783203887032	0.2392256688716211	0.317517015062283	0.26936045847829876	0.17389685758779796	0.42457214828942114	0.009268532493306591	2.1055635161962734	0.18789449924374055	0.3264216196518652	0.2864227881254232	0.19926109297897135	0.08242690194284293	0.009507887800267739	98.31275738640065	0.08361145412943707	0.36397460067209314	0.2715253192973096	0.2808886259011597	0.26935180285190485	-933.2941704461351	-654.8724053807462	-384.18777305685717
450000	51.115330901925965	0.0019414893267764174	-1853.573996190131	15.05442898181117	111.49495558367201	-1965.068951773803	5.353997932207952E-4	0.004229850676871108	0.0010261657814349312	0.002184089492466727	9.488226103249505E-4	5.340713925674716E-4	4.995090641074033E-4	0.0017904300485293034	8.635151735228372E-4	0.0014089325201224285	7.34048154888857E-4	196.12551451370797	0.5271005384571348	0.004325291783210811	34.68483439266879	0.2063002360542815	0.3451561302049492	0.2709314070489671	0.177612226691803	2.1304943794219424	0.003142033703827646	0.27464050938636536	0.17325548993920326	0.32528121159880824	0.2767765622297595	0.2246867362322293	0.037459556482532706	0.002758057194828955	1483.1347424643197	0.11738719391661546	0.34875719140824174	0.266678488126301	0.26717712654884135	1.5729820459330979	-929.2823641540289	-652.5912074208167	-383.19538019895754
480000	13.923044174210322	0.08144027394840503	-1954.1170298717798	5.02179752490712	16.21999189103134	-1970.3370217628112	0.05300399967570629	0.13791712677600418	0.21700614328679005	0.1659197951441634	0.07319569107977088	0.4351599061645516	0.06953076531870356	0.052583345228995736	0.0198412591103227	0.015559688001934554	0.17489610847473486	18.0158191909052	0.12927021145566076	0.3477327617823432	8.276376051156783	0.19522132687719945	0.33992363797316033	0.2935645754795646	0.17129045967007644	0.017980696866979475	0.16268085410221791	4.102896446072253	0.18244135717374135	0.30977866047113634	0.2869897578095313	0.22079022454559127	0.010157512021689189	0.37334794503502367	34995.50217660677	0.08572303604414257	0.3190882452071632	0.3227515585012098	0.27243716024748393	0.17332068603306597	-929.7432910064575	-654.6164368364578	-385.97729391989606
510000	55.98292765315265	2.5443583130692025E-5	-1843.3083061795191	28.978181752760197	122.07874265929448	-1965.3870488388136	2.2608484978501334E-4	0.0013097474515609527	3.1848237487290434E-4	3.1842098957502764E-4	9.120354837711861E-4	2.3373294281997897E-4	0.0013708317952194147	2.6537210892258183E-4	0.001081686526623319	5.557049332399579E-4	2.1479598141582395E-4	29405.09915002622	0.12592849311282256	9.981079133496297E-4	23.35223019053523	0.21089924266857663	0.3349114171135167	0.2672073445119417	0.18698199570596574	4.496647311638342	0.0014686754304507963	5.478368707234004	0.150317618299376	0.3293509737209791	0.2634131964967316	0.2569182114829135	0.6259065368111453	4.013121330165356E-4	3355.6324073507826	0.11138120926877301	0.3156289605088558	0.2963708120612298	0.27661901816114076	8.210259121731548	-928.4423627920096	-652.925178626489	-384.01950742031494
540000	26.37829558643993	6.520933789497152E-5	-1896.9607618353543	25.198398286996976	71.28290680029086	-1968.2436686356452	0.007753629913881439	0.03010179276730145	0.03736208085388568	0.024867274569732988	0.02214321951288196	0.017367761582525485	0.010440459165329962	0.006808150799712403	0.01711069158185174	0.02669764845605853	0.03526686552627525	15125.01042375321	0.004923071012988191	0.013251604027255238	15.06513013705903	0.18950751187744053	0.30308984473841555	0.3171462054753801	0.19025643790876456	0.5569308398239019	0.02145872580934097	0.17600622816057573	0.14491031294539022	0.336665768802774	0.27336054264037685	0.24506337561145908	0.019191687290170026	0.02512755617245417	113.12957820972386	0.0909652796069758	0.33651078345206337	0.32684172809578377	0.2456822088451764	0.15770515530700638	-930.2805931781807	-652.6759071635377	-385.28716829392687
570000	-42.15283994668988	0.7561863161664641	-2036.2213247548307	-2.22874353072059	-70.00350118175568	-1966.217823573075	8.009318935138376	17.981875057917662	7.768320880691179	51.10991023770486	32.77889289348798	7.784086631104084	18.99203262047289	18.394179958679654	11.725039735861417	35.99711833816474	30.893970521076465	0.746784852460823	0.20100384972903668	75.27972925727683	5.965454460499483	0.2059887644651995	0.3247944225644826	0.2806080499173631	0.18860876305295557	1.315545858145315E-4	33.10026578660826	0.2254502871320894	0.14990812957731056	0.33395861584299197	0.30044482664490785	0.2156884279347898	4.600437047040599E-6	29.956703509801518	43.62467751625595	0.08099238307705373	0.37739889651074776	0.30569773201321326	0.2359109883989845	6.481948825045541E-5	-928.6019896702638	-652.6218243251283	-384.9940095776831
600000	-4.103792926883865	6.126130570830062E-5	-1947.3380780812486	27.17432978306794	21.331421993067345	-1968.669500074316	0.08137688755548048	0.29677438694680086	0.3078582408340082	0.23467184049578813	0.4314342724195045	0.06288995405572582	0.22807770591405074	0.1912832497320172	0.12983032328274854	0.18579711893110995	0.19340891484873482	9429.417206471078	0.5915146345501521	1.1311543076544153	167.8142675164858	0.201005799769545	0.3320078243270311	0.2971494160890342	0.16983695981439037	0.007046434926125893	0.2336566000703779	5.9740698114965465	0.1688421854248749	0.33155684421798176	0.27903280468185504	0.2205681656752884	0.006390127846099163	1.0658060495138175	176.87418153970265	0.1258223623299018	0.33089733319203884	0.25654640714788535	0.28673389733017335	0.0022950536715759693	-929.2582327453887	-654.5769262407875	-384.83434108813964
630000	-10.880521109881	0.0010386386325659917	-1964.1174570270798	18.710630476108335	4.408687001021834	-1968.5261440281017	0.3449931756504919	0.988763614342779	0.5015673280732298	0.6609011056049392	0.5160251224031963	0.8463608803298697	0.830127667671879	0.22103727902416442	0.220092009885339	0.7909137270196444	0.7052493134949205	194.17014895368675	0.8348484196835646	2.5631874681986697	41.16162732127402	0.17400886524054263	0.3218051509443768	0.3060977569604365	0.19808822685464472	0.0017741130184876991	2.468855522287329	0.05119606943305455	0.1629602899354109	0.3061355232385209	0.2950677527701254	0.2358364340559428	4.5163534904483105E-4	1.5150529836692155	65.27323040884875	0.09226496514246522	0.37637137975315216	0.24818563433957752	0.28317802076480436	0.0025091644427691767	-932.5769894115738	-651.6235564107235	-384.32559820580445
660000	54.13797833063481	3.488359881633261E-8	-1824.2585099162654	47.348047850508024	141.97326699658493	-1966.2317769128504	3.323207742123538E-4	0.0014333425334214617	0.0018063046177767379	3.435350696888026E-4	9.301393495743975E-4	2.561145950658706E-4	0.001080012694559642	2.688777839618396E-4	2.7937200985189784E-4	0.0012603936464944815	6.671055222444103E-4	9730603.324560525	0.9335351321929092	0.0024887328516026725	158.24612834695242	0.1867026542812828	0.3369684166192403	0.2891853859265869	0.1871435431728907	5.893609591018881	7.414143223516477E-4	0.0495546464213189	0.17858175546936533	0.31723423464485606	0.2787846072100342	0.2253994026757445	0.17789877543252444	4.8682108497092474E-4	16.524074272512557	0.10174072463998242	0.3768452010750237	0.29367615941764663	0.2277379148673467	3.729361340823835	-929.3742230140103	-652.5499065724758	-384.3076473263641
690000	27.433852552176255	1.349805370609702E-6	-1874.4817350453475	35.56918121520495	94.95922176507446	-1969.440956810422	0.002375037573493192	0.007975106014990704	0.009021448998719041	0.01618596790885067	0.010984187004727508	0.0031943161428431024	0.009126042027809714	0.00909681450914875	0.0060954301464122874	0.007319295280243788	0.004133258397298171	47559.27275958892	0.7866300014075719	0.030425711587169797	548.1994607812193	0.1910182568957904	0.32071395731984415	0.27403877207460525	0.2142290137097609	0.11821671004185917	0.011993194631923275	8.527490482274633E-4	0.17617830089441025	0.3350338427106622	0.24666678505191164	0.24212107134301594	0.04110583003328512	0.010486658805701897	48.82649668106545	0.11320290690862997	0.37627261471339346	0.26465312278580805	0.2458713555921679	0.47285477058453834	-932.2785376728177	-653.3586100562336	-383.8038090813708
720000	31.730820989406027	1.206467322723172E-6	-1877.9137195304043	38.655821125523296	94.02982243318901	-1971.9435419635934	0.00814803025579358	0.035760128494812624	0.026866581664236923	0.02503051323117121	0.031738326467583955	0.003861496687550008	0.009678830108597115	0.02031291907328561	0.009220230438144992	0.015115683762635553	0.009719057253073314	560174.3912700055	0.7508789215370807	0.013046680802693696	98.60176800813491	0.2051777432340772	0.27137336904351755	0.33384332278158774	0.18960556494081818	0.5645841141294529	0.023569916664314055	5.013387173546455E-4	0.14779465684407045	0.34461691081723933	0.2827329106727821	0.22485552166590836	0.009386683810402285	0.007428788139318718	51.72217703574872	0.12927370895165802	0.3783313090754285	0.259001306370514	0.23339367560239896	0.27526515230763376	-933.9833816472417	-652.8385531136955	-385.12160720265604
750000	35.28035661033307	6.547284569044119E-8	-1841.6302582369735	45.54984048739138	123.14217646549503	-1964.7724347024684	7.765592849614444E-4	0.0022991236937432175	0.0017902482285407704	0.00316592343925864	0.0022611354023363032	0.001765624684076142	7.242654736029442E-4	0.0015350578164603124	5.067975582323708E-4	0.00294328873979586	0.002069910879291599	3.234455962463276E7	0.16892166344383244	0.014798827173636132	37.261788929562606	0.1783490992277777	0.3290767025171433	0.2967583070782109	0.19581589117686882	0.4680160149689058	0.006379103855972964	3.149224813183481E-7	0.1512865318970634	0.3167873817181014	0.2696856395106792	0.2622404468741564	0.07245298081326955	0.0013818099035064904	13405.916688515788	0.11347874909673555	0.3976911859346278	0.23124829211485012	0.2575817728537859	3.1447934876920955	-927.2040287400298	-652.1845533199875	-385.38385264245136
780000	53.63567699600121	6.735967573579639E-9	-1815.9079685570978	53.43026221479586	162.3494920005758	-1978.2574605576735	1.263233498073318E-4	3.244607294744865E-4	5.073765620733719E-4	6.489240314327047E-4	4.6276773073491035E-4	7.960443262727671E-5	8.387832763463128E-5	1.1823141643754455E-4	1.19062416748482E-4	7.187855486995704E-4	2.3884176104671848E-4	1.4888412188535413E8	0.08745845815506359	5.969164186520238E-4	8.772926138942188	0.14568367428371293	0.3775244340687858	0.31141006244664465	0.1653818292008575	3.79198289864333	0.002207741503481555	7.338681703312623E-7	0.15287283057713538	0.33398123364045446	0.2959196055017553	0.21722633028065533	0.044269970515245054	0.0013242177437155559	411955.7459990556	0.13442213969063052	0.39542018820296243	0.24306556191961687	0.2270921101867896	3.0743933965821393	-939.0496124246876	-652.6648223892879	-386.5430257436981
810000	1.391789067979243	1.0751058330492916E-5	-1939.221540583314	31.333200436233035	26.334785277814277	-1965.5563258611282	0.1845468097003398	1.667948551275681	0.5971272350460303	0.4434997371336233	0.7538299555139343	0.30563476270704065	0.19034004757685788	0.16238362855434305	0.4623956246983931	0.22454181409100923	0.23024260528313556	101431.88310685837	0.4693051211030635	0.23671112240279277	61.82889239315688	0.18017022812666295	0.3324771350371679	0.2893781521017395	0.19797448473443052	0.02037948522828618	0.9524623820233954	1.2002434335004234E-7	0.16792034300632325	0.32878488706767117	0.27105726279485176	0.23223750713115426	6.867120993231643E-4	0.3654023847546787	1.091859507869605E7	0.09705279205305879	0.3561298571566665	0.2867388707520257	0.2600784800382485	0.010747399640278163	-927.8223642499695	-653.7118226550558	-384.0221389561028
840000	38.609296831246624	2.9091813158631553E-7	-1861.1780260823004	41.58508822627839	104.34033135013607	-1965.5183574324365	9.752935639169923E-4	0.0028386252054920335	0.001315232993454584	0.006141573367532564	0.006837525902824381	0.005632631031241951	0.00221546792568276	0.0025318777931874047	0.005877985497804293	0.007955378242075224	0.0010651954489763553	5529001.645532801	0.03232580915757448	0.006599267865110307	21.901563177236998	0.1792964950848101	0.3613406588994923	0.25825686802144543	0.20110597799425314	0.7093160018157862	0.0031713957967615066	8.076332050288577E-7	0.14727817458394488	0.36965665424256045	0.25491919026983784	0.22814598090365726	0.142718413253847	0.0017002894701415759	1192283.5640189124	0.10498958048118914	0.33136904492613467	0.2929522671906357	0.2706891074020401	1.3311654913007906	-929.3215448561145	-653.1791455101657	-383.0176670661562
870000	-23.919738749645326	2.3144810156890065E-4	-1975.48436586082	19.417222338440148	-7.069835105230763	-1968.414530755589	0.5636789406481473	1.56123313389807	1.0443887112494674	2.8098898492293203	3.5075853018629384	0.2385699807644791	1.655131991923387	1.3216659061396003	0.9980065266072916	1.4354628169162682	3.557044827515579	448.60886469274203	0.4650929412054893	6.977300277645251	27.23226931894798	0.17995519189512818	0.34841885775376197	0.300914035813215	0.1707119145378958	5.864582952682704E-4	19.860680983203252	3.7721984294586337E-7	0.16425944945553836	0.29001893086645875	0.3112703823291523	0.2344512373488513	6.672867122130369E-6	1.921666513514231	67630.54357451266	0.09363898122258972	0.32063849902450076	0.3010797126910504	0.28464280706185874	6.565171209901155E-4	-929.4570477226894	-654.2331999711103	-384.7242830617896
900000	15.552964573816542	3.037383799669064E-5	-1902.4308090558643	28.385787547328697	66.45897558684013	-1968.8897846427044	0.00629430242598893	0.016517910530363028	0.01547477206674826	0.028898264753752383	0.02687896432614457	0.02361831129411689	0.013762933105868758	0.00279192911660428	0.004049756846205316	0.05151868523216006	0.035390417989513395	23007.009756061627	0.33066483224714804	0.08050178801132134	21.49360949323023	0.190410348925993	0.306645344330481	0.3010729188143412	0.20187138792918574	0.06839195361180676	0.049289096129521134	2.079354809691047E-8	0.1937711951306654	0.33964023307914404	0.2583570865837641	0.20823148520642704	0.005978785204402229	0.044377634487308346	6.564425182683622E7	0.10074772257083317	0.37545934710199036	0.25734004407911204	0.2664528862480639	0.023527134507480722	-930.9793269906344	-653.8793632302666	-384.03109442180363
930000	37.814627396792226	5.313553300765883E-4	-1881.0722330810074	19.17467822476464	91.64599389074424	-1972.7182269717516	0.0013058754582275516	0.006346417940439094	0.005333723566425553	0.010730360188295101	0.004918406120783096	0.003555914578109055	0.002855025166575073	0.0021815546705098157	0.0040682852815995115	0.0020920043110134795	0.0032423274534836974	2741.123553769129	0.21387918479604331	0.006139362661209596	181.79565352632477	0.19817422772634743	0.3499140428132148	0.23764164530916962	0.21427008415126922	0.9136028126078294	0.009054516028774015	1.4059660525571843E-8	0.1231200913156204	0.36442127987675266	0.2611269756031916	0.25133165320443596	0.16768366838393528	0.009147667456538458	6.97330010846781E8	0.14723785748132034	0.31372554658095836	0.28316808034992874	0.25586851558779194	0.44861096936138295	-932.2482074758166	-654.5189286680995	-385.9510908278355
