# BEAST v1.7.5
# Generated Fri Feb 28 18:11:48 CET 2014 [seed=1393607508137]
state	species.coalescent	speciesTree.rootHeight	posterior	speciation.likelihood	prior	likelihood	species.popMean	speciesTree.splitPopSize1	speciesTree.splitPopSize2	speciesTree.splitPopSize3	speciesTree.splitPopSize4	speciesTree.splitPopSize5	speciesTree.splitPopSize6	speciesTree.splitPopSize7	speciesTree.splitPopSize8	speciesTree.splitPopSize9	speciesTree.splitPopSize10	speciesTree.splitPopSize11	speciesTree.splitPopSize12	speciesTree.splitPopSize13	speciesTree.splitPopSize14	speciesTree.splitPopSize15	speciesTree.splitPopSize16	species.birthDeath.meanGrowthRate	species.birthDeath.relativeDeathRate	cluster62.treeModel.rootHeight	cluster62.kappa	cluster62.frequencies1	cluster62.frequencies2	cluster62.frequencies3	cluster62.frequencies4	cluster62.clock.rate	cluster62.treeLikelihood
300000	4.481099963657879	0.17934670872520597	-1208.5085413524553	5.887528013369757	29.731415767684393	-1238.2399571201397	0.06712691425637486	0.3366999287483183	0.2895811478367814	0.16657558627060778	0.46796071921206905	0.07015950859081303	0.3082515715062628	0.12678211793245042	0.16586105808860158	0.09731012955553037	0.11160587188008331	0.15457258741880603	0.1798714510718202	0.04622136312482208	0.10178240957560776	0.16878781762006595	0.062169773892205786	1.8856657015866587	0.8203300911855592	0.3377264204389302	4.404279407845492	0.29825265370106313	0.22215731363892638	0.24622379281745843	0.2333662398425521	0.016298658230058227	-1238.2399571201397
330000	-3.2261848189724054	22.94907820730675	-1264.6154112986414	-19.841828923327064	-24.390887485921574	-1240.2245238127198	0.3908546439577631	0.30271048571375886	2.4920382130710474	1.3021964337115832	1.5480563177820514	1.0224878768928771	1.0170866838190378	0.1991125088235514	0.5785914154890907	0.10803484655455291	0.3912565528083115	0.8190512334783838	0.5415148753755493	0.5752343123256043	0.06577807799449176	0.5033956339303491	0.9260542980861546	0.03613803357670492	0.09185396676735341	23.422456184593464	3.0317750103084355	0.3387032087007685	0.20881076029579357	0.22598688250277074	0.22649914850066694	1.4869468099373208E-4	-1240.2245238127198
360000	19.36188079464155	9.610093937819078	-1155.5959017630648	-16.084740433331106	85.42116718822186	-1241.0170689512868	0.0020105399711207797	0.007296546490055161	0.012793373729182973	0.009038876002923775	0.011081114545333424	0.012765770584271027	0.006674749582602643	0.0027511800900981444	0.0025046525820295066	0.00965379320490467	0.007439385304390623	0.003168368482195262	0.005079367718543384	0.0013489596045568538	0.005539944449160739	0.00477915188511522	0.003127927451743336	0.04166126065087715	0.3826602701417844	9.610142665352479	16.021566418510524	0.30506036258166946	0.26776026429623995	0.24197873360811703	0.18520063951397348	5.514721164430945E-4	-1241.0170689512868
390000	70.08832599373851	0.0021537656311362277	-910.9821344058066	26.99638754618185	331.31001260353673	-1242.2921470093434	1.1067099971483678E-7	5.560835872642283E-7	5.830426788747274E-7	3.8640964127227657E-7	6.418771302714436E-7	1.0997007866258863E-6	3.188925823096333E-7	1.574478074003068E-7	7.627526887414938E-8	2.2241357338147403E-7	3.018215634563006E-7	9.981398875102141E-8	2.0518296864074787E-7	1.0971666206571436E-7	1.399074394542407E-8	1.290430084212462E-7	1.2331454797390203E-7	343.38820465307083	0.26952807814926816	0.0021539665002810147	21.58853981646642	0.3252005094136516	0.2297147305354556	0.24890383821915146	0.1961809218317411	0.7421802206728344	-1242.2921470093434
420000	-70.26956465736995	3.2682727728097825E9	-1608.8506045654801	-113.32705664463477	-371.0383225615201	-1237.81228200396	168383.36017472896	535249.5131935921	255822.55840002897	427301.34211764636	1140815.0850695525	804253.3637905482	418231.5469930797	261441.74991074356	179261.78477910665	151153.89146846448	82178.68962994637	569630.4029606158	148123.83781142836	437451.49691719015	189394.21418160503	666960.7585303385	118384.03208722953	2.267667161546732E-10	0.6742015179174236	3.2683553710508084E9	13.143626712862794	0.31724736679721205	0.22762922412755918	0.25144116792104215	0.20368224115418632	7.560961923799778E-13	-1237.81228200396
450000	9.725594586931823	654.654342319782	-1209.742485738417	-36.39774478355076	27.064679898641035	-1236.807165637058	0.017613769940775275	0.07111394614848826	0.020071485982600456	0.05235534171388431	0.12770417870418027	0.09375683182506823	0.11632838675425057	0.02915804857686371	0.07740625812038847	0.04929784430237416	0.015002891263031521	0.017756162763334325	0.004300651287781529	0.047832773499299056	0.02480572398221682	0.06209212445279258	0.022791810853226967	5.392073308771891E-4	0.6949953320110023	654.8190600533574	3.9598009622317116	0.28939524525060634	0.24576218574595465	0.26056569053871664	0.2042768784647221	7.670990640224992E-6	-1236.807165637058
480000	-120.4152746883798	1.1573742567477291E13	-1846.6721275309974	-154.1328424567136	-610.149778912413	-1236.5223486185844	2.323180304542864E9	1.0730870517948824E10	1.7033926010944956E10	1.0314354864362017E10	1.4163741144423424E10	5.69072679732916E9	8.0114697751432705E9	3.549237965961106E9	5.616375389591051E9	3.3682395539076424E9	7.118369584369012E9	1.0372477837777926E9	1.3572948021410549E9	6.719808303239885E9	7.471250784791544E9	9.108617516259455E9	6.509216971549968E8	4.4054490436398154E-14	0.6243383579841528	1.1592731556079459E13	2.806311708334148	0.2909610734419562	0.2469354589703979	0.2461125230256037	0.21599094456204193	3.3144883482198403E-16	-1236.5223486185844
510000	-95.69206936316206	5.98023813081336E10	-1725.432647278183	-127.28980754328273	-489.27755332156283	-1236.15509395662	2.345254035480828E7	6.028836398326854E7	5.1711138196778655E7	7.37061419701741E7	9.640149118877755E7	1.1190009214616007E8	5.094009615043534E7	2.5595104470286343E7	5.424012008954817E7	3.785035378170715E7	1.8719465483366482E7	1.0063414917425881E8	4.5616303236681476E7	1.77179292982384E7	2.9977279384111386E7	3.0968259887186565E7	1.1766983557426652E8	2.5676039230037717E-11	0.034626379716554814	5.981690602559468E10	4.905746817262075	0.30623705870644075	0.2183729141302957	0.2542792969822248	0.2211107301810385	9.516585770031073E-14	-1236.15509395662
540000	-139.84786181008886	1.2688207783439402E15	-1960.1582905883674	-178.80094660071964	-723.9089320615607	-1236.2493585268066	2.7733349848541156E11	8.657246857305826E11	6.267132351412225E11	1.8069357711953738E12	8.612729889638839E11	6.26403115021186E11	1.0659946746461743E12	1.2987390399355617E11	4.370585237071375E11	5.799936868469814E11	6.821407879113823E11	3.204289977219905E11	8.992501274726676E11	4.913127355387707E11	4.523801619981586E11	6.867363709195856E11	3.716055071592179E11	1.369745623420836E-15	0.5404969657362073	1.2692091250536708E15	5.393838923263799	0.3013708336915177	0.21869580239953815	0.26754709978812335	0.21238626412082057	2.7434464473872717E-18	-1236.2493585268066
570000	-113.2578494469141	2.2228899743794543E13	-1825.908246299122	-156.9880946239244	-590.3847667078326	-1235.5234795912895	8.448743775766186E8	4.426371853033712E9	3.5287661030750337E9	2.4497096597612004E9	2.180936297054009E9	1.5752895607726758E9	1.6907336324200459E9	5.34300905363836E9	2.617629757814523E9	6.355656629263762E8	2.328520722312206E9	2.868300560613113E9	2.166603785843694E9	4.5567483798905706E8	3.5821149878522296E9	4.985817392316756E8	2.268055632673058E9	5.444059599683572E-14	0.14740474302101708	2.2230301747792137E13	4.331039239343593	0.3051814640523043	0.226196157476157	0.2541791132102166	0.21444326526132199	1.5661423939035761E-16	-1235.5234795912895
600000	-62.261481005974574	6.614663335904785E8	-1566.9490342414406	-105.20408431369773	-330.78183655209375	-1236.1671976893467	23899.14640341526	113850.12707524508	24114.793263950607	43884.36450620795	117851.63521971721	52995.15813927598	130353.17054160323	22318.038919363098	40495.66832605343	25144.261344985647	42324.61211709229	8313.925263820605	40033.9470122179	175047.22591293545	46430.432716205854	96949.59231636858	84690.43851762464	2.505230035626592E-9	0.23584347395321129	6.615072496479834E8	8.192299648134902	0.3077024321449863	0.22161513219859075	0.2426851860258925	0.2279972496305303	4.59097179393992E-12	-1236.1671976893467
630000	-87.85693726113864	1.0886135148607838E11	-1698.8257532034454	-130.52983515748448	-462.8136887628324	-1236.012064440613	5260165.098237473	4660116.246648274	2.7579304595038265E7	8879975.732926184	6.048146707507545E7	3.926031761097669E7	1.6731251989645861E7	8631089.852110907	6613719.238539819	1.2755756116678165E7	1.143265406706473E7	7219426.8900024295	1.5320365467935668E7	4181335.1472077495	1.214972628618483E7	8417507.84177393	5281056.932583213	1.0919891489583174E-11	0.34239455165137656	1.0886983466475006E11	4.683133090836703	0.2874366883020607	0.22740271789411393	0.25256234247433534	0.2325982513294899	3.904460602874321E-14	-1236.012064440613
660000	70.81228051663649	7.988627869210651E-4	-908.5169017627481	31.441875673917888	336.4184333323062	-1244.9353350950544	8.985256697767234E-8	7.559377991619571E-7	5.357201986163666E-7	2.001426132265475E-7	2.4962211240413765E-7	5.339430708196962E-7	2.9251273286915483E-7	2.2293161640695096E-7	1.7904769339182132E-7	3.970368553496343E-7	3.3674270467901935E-7	2.102784237879569E-7	3.64370915944198E-7	7.436129124531362E-8	5.409006022220205E-8	3.5225032676670263E-7	2.1265554144184317E-7	249.17670262913657	0.8197747853210775	7.990423103976841E-4	4.226420249896298	0.3187515267659376	0.23246201637796798	0.2158959965601647	0.2328904602959296	1.3768750542249963	-1244.9353350950544
690000	-30.580584051137293	579637.7447987692	-1408.006782042761	-71.31260984280435	-169.58843116223005	-1238.4183508805309	50.53769343681576	68.93877568057121	243.58656639704333	351.548928500229	249.06157587227344	391.4165609282069	420.93662820449543	77.77647482116163	83.69752334363402	161.18138225064624	105.55464319864771	66.23567073501712	113.8144228780374	91.9127142248353	77.09856628954493	44.637418418371524	52.790171165567415	1.0138124288530107E-7	0.9225381635200052	579648.53356172	20.433813490250774	0.31160304950434686	0.2117023164564458	0.27006885134296865	0.2066257826962385	6.4051543674124775E-9	-1238.4183508805309
720000	30.332677524078804	3.3942392452694907	-1089.9823564633325	-10.218732299923566	146.16523414293795	-1236.1475906062703	1.4272419132239786E-4	5.850348461148364E-4	5.865835669383393E-4	3.647245639993553E-4	5.507406701618532E-4	6.317081779143233E-4	2.0483776314045226E-4	2.103997753415973E-4	6.771559513877954E-4	1.6909863914754239E-4	1.5644407189053578E-4	2.2334373716933396E-4	2.888086653592008E-4	3.8306534673165633E-4	1.0654928692089865E-4	5.404395265610285E-4	9.81328872859099E-4	0.04564505154414395	0.8838508394700173	3.3952600234732024	7.720674582374679	0.2895655315859726	0.2376314665372591	0.26261732707068386	0.2101856748060843	0.0010409028924447182	-1236.1475906062703
750000	33.472451995318636	1.3772945109519426	-1082.7703136685002	-6.010070371728653	153.57882104953254	-1236.3491347180327	1.3625462817712372E-4	5.979273953631547E-4	6.461666135777793E-4	7.640770323737802E-4	8.810316792749223E-4	5.586548924891537E-4	2.221179177575572E-4	4.0288545445586234E-4	5.554902328867741E-4	8.541802286895888E-5	3.7065939003544455E-4	3.619477629157764E-4	2.1658640451862902E-4	6.983824110912304E-5	1.2361381145260477E-4	1.7513242773790013E-4	1.947905883142485E-4	0.28608745736720775	0.5049666797859624	1.377776675204284	11.967424060539615	0.3058907560292924	0.23857023388859683	0.25206195028053635	0.20347705980157432	0.003550404726019974	-1236.3491347180327
780000	66.88014226865495	0.005389899957052879	-910.4670989374897	22.063192633017135	327.6660004828255	-1238.1330994203151	8.46503308359047E-8	5.23641696287819E-7	6.02239247250138E-8	2.8817282070948605E-7	3.5120152285744185E-7	4.4453810289714895E-7	4.709137338549048E-7	1.685191063883959E-8	2.113146170830705E-8	9.9739394159878E-8	2.5354777590956586E-7	1.0051864478853559E-7	2.1711899108577733E-7	2.8754746246517203E-7	3.3089800930517735E-7	1.354242390493557E-7	2.491626784673189E-7	47.8213555249669	0.7885240961607127	0.005389909396394682	7.304646314912554	0.2719643897345346	0.24355614959502841	0.24649670658161726	0.23798275408881983	0.5760628264977972	-1238.1330994203151
810000	55.067212128010944	0.016514352184440955	-970.519848336308	16.67241437891833	267.78212236550155	-1238.3019707018095	1.2335756706979166E-6	7.47376858875537E-6	5.4668590869262705E-6	2.1450557363558313E-6	3.4917168346315404E-6	4.4255290499151895E-6	1.1340117070219984E-6	1.6938575645248009E-6	3.2128228493998264E-6	2.505974652141726E-6	1.5507482618594546E-6	2.9773460920587898E-6	1.2073675912611614E-6	2.2646950932542268E-6	4.019368325889845E-6	8.107333182626971E-6	2.334061846852315E-6	37.83213787800533	0.3759439094285911	0.01651574497645366	5.323035776184301	0.3350780274268733	0.2245228781137399	0.2202895277084544	0.2201095667509324	0.1938781332173241	-1238.3019707018095
840000	-35.601443819119886	430750.55427082715	-1435.9425858433274	-70.77951367649689	-199.78339819927905	-1236.1591876440484	232.8099096264295	243.07100128374813	867.2495424971158	1312.8564035651814	1410.9133438198737	881.8710658672366	255.46101349335413	808.0626057196982	653.2391938231953	420.1462926516877	369.1662856649333	345.9771575987708	561.6776741744258	263.62964519834736	536.4144337440384	913.6443426379374	313.6285053329842	2.937751361181994E-7	0.7376702813684961	430982.6525400376	5.100245603037115	0.31928503155425647	0.2159085338121545	0.24131621375363974	0.22349022087994935	1.0557950641758716E-8	-1236.1591876440484
870000	-12.940135696679574	378.41460523177346	-1307.505838425839	-33.795562199753476	-67.1105185011045	-1240.3953199247346	1.4340563881655697	7.776481252140754	6.497564494728132	3.996846011881802	4.921008284597287	1.301295040857198	7.737598796602964	2.404003282140719	2.219714620386127	8.504681246047898	2.2373145393319867	1.6756149502540285	4.104476745669405	2.132928414736645	3.112141879131482	2.566377239807785	1.4105421550311168	6.218765900831197E-4	0.825734717694653	382.01030119296877	8.272071677356516	0.266077911911548	0.23294461551149032	0.25643072643002207	0.24454674614693964	1.3342369036448925E-5	-1240.3953199247346
900000	30.71361869968437	0.27394996228273283	-1098.6387436424438	1.8966443036725738	138.87471496379158	-1237.5134586062354	4.0044588972700857E-4	0.0010277644524984352	0.0015551266567911137	0.0011590108380344765	0.0021329889613157923	0.0013282468041085755	0.0023922631732484333	8.501027420380466E-4	7.641779138563548E-4	0.0024431251998046698	4.132878572105947E-4	5.347781523462587E-4	5.165306647427906E-4	4.4692893479034905E-4	8.484468295653589E-5	6.549242618016938E-4	4.303551090287228E-4	2.2937017853720123	0.07919160473922855	0.2772162053223992	5.906388899026482	0.3020979166033332	0.2281975747400382	0.235533636956571	0.23417087170005751	0.012599513820242094	-1237.5134586062354
930000	53.07137701008139	0.0013972683676310882	-976.0979217208019	28.384187287225114	268.01788485239905	-1244.1158065732009	2.002482745158877E-6	3.4266694213442724E-6	6.692158074998742E-6	5.892895422506477E-6	8.707422238014919E-6	8.965045795928234E-6	4.393577190294984E-6	1.8760548482551323E-6	3.1822238920792417E-6	3.8203463685095404E-6	5.104719994106963E-6	2.608374821225808E-6	7.563173974569906E-6	1.2953924564815624E-6	7.094992435762102E-6	1.4032096645469085E-6	5.916925212820753E-7	411.2122370489516	0.22853755870763584	0.0013978554348482153	9.1737861063017	0.25393570672249366	0.22669062262339595	0.2951459548046127	0.22422771584949774	3.0896402638782487	-1244.1158065732009
960000	47.031535072935746	0.026590739695405312	-1014.7539567585906	12.547228390454768	223.34302551116875	-1238.0969822697593	9.018408222250991E-6	7.634597870017823E-5	2.2757222333400557E-5	3.532627454683362E-5	4.887869641942947E-5	1.54222959013225E-5	4.0676291974782644E-5	2.3433518352025115E-5	1.0200796195573014E-5	2.8004721301075422E-5	2.2143796014573505E-5	1.6145602921294957E-5	1.5246208570994004E-5	3.316180687143707E-5	2.3515662687361564E-5	8.750793440431471E-6	1.2254849109468706E-5	70.09722763940148	0.4780174510714155	0.026610913493600726	3.5853475141635327	0.2870989709168974	0.24893142122832865	0.23870567861271677	0.22526392924205732	0.14149016960335545	-1238.0969822697593
990000	65.61649238338522	5.101165056307092E-4	-916.3795672971744	33.78963650918655	324.12330717355053	-1240.502874470725	1.2728225007600466E-7	2.3314246321628467E-7	6.674149670765896E-7	5.188390951352693E-7	5.460057357598735E-7	4.487156200107092E-7	6.913531255588882E-7	7.020843297342154E-7	1.0453614131226343E-7	3.223165683337843E-7	7.674338490439196E-7	2.0270200097020756E-7	4.725884998783104E-8	3.545392538572084E-8	2.802181138869334E-7	1.2034194228428361E-7	2.2734199493256245E-7	1866.403748618842	0.5079308485070527	5.113646127192927E-4	18.077322031227204	0.28300332938441264	0.2597481294183882	0.2520025114621903	0.2052460297350089	9.780585966009895	-1240.502874470725
1020000	50.70682002941562	0.0021878709734320565	-987.041937060978	26.00699804565547	251.46062546805774	-1238.5025625290357	3.5917880136760395E-6	1.3183968758239104E-5	7.87385357024332E-6	1.3627277861653582E-5	1.2230580120027941E-5	1.8029924220933065E-5	2.7423305432975805E-5	1.3004557060919385E-5	1.946464827243995E-6	1.188126686352641E-5	8.302962094430437E-6	3.109650767201921E-6	7.362356491790154E-6	1.5080347703622655E-6	6.133155706039554E-6	1.6262242390995053E-5	2.636629050411512E-6	1040.3049887198335	0.05099919278670217	0.002197396777454235	3.4127379727460747	0.2836868772915429	0.2372522864121201	0.25986557045839664	0.2191952658379404	1.0920733092503843	-1238.5025625290357
1050000	12.755011609743814	14.27744226534117	-1179.5678659567816	-17.62081268838348	57.978439473678364	-1237.54630543046	0.009660218560325505	0.034578714014104055	0.026566975890225625	0.05366080610390655	0.06094402034137583	0.03858163890227779	0.033197970563475176	0.026636837063768605	0.017920038045692286	0.01811352926920887	0.014644804839609093	0.0067893867036496695	0.012666077692797465	0.008262684537053531	0.008717189590108409	0.010672167042392837	0.022589623309305775	0.03530862834004806	0.36639552455884034	14.337849387454263	4.221636933323988	0.2890523760440449	0.24621130671203256	0.24062042024275407	0.22411589700116857	2.492343375685658E-4	-1237.54630543046
1080000	7.601708868789425	51.557362277862445	-1221.8843799847637	-23.721284624235828	16.12984578174138	-1238.014225766505	0.05160027308616994	0.27029519206702424	0.23677505617970226	0.11850965886305752	0.114916422138097	0.13257346375338175	0.36721902210402646	0.06861038719803741	0.012437123441697883	0.06620294735702431	0.10446028138698392	0.12614232057954702	0.04289183574077791	0.11192091881026064	0.1382902705109297	0.09239121640308263	0.03368182785433502	0.033809237163841016	0.2874829047073574	51.592570118823126	20.52550008120007	0.2996542902399128	0.23406222084666342	0.24298663756097147	0.22329685135245222	6.975094944619772E-5	-1238.014225766505
1110000	-132.16566900317895	1.5891790186339408E13	-1897.674786480434	-155.9449384997005	-657.7222264950653	-1239.9525599853687	2.0320240714113018E10	5.070566161566168E10	1.7332382254106332E11	8.665464899887373E10	1.1185520285002007E11	5.728578726187257E10	8.248346537516388E10	3.423488006559719E10	2.0161536199315285E10	1.1407196662389963E10	4.06164599183266E10	2.701450124071774E10	3.0441329548904533E10	4.422548911187353E10	5.372503063745849E10	1.8927972166091145E10	4.074264810063513E10	3.664457349932188E-14	0.4523213730135047	1.5996888418197979E13	7.2097550508066615	0.29179638993904794	0.24427735070611176	0.2592416823919441	0.20468457696289627	3.6162677222889746E-16	-1239.9525599853687
1140000	50.28386611722975	0.0011312436000827065	-977.8712588705538	28.1595807175165	262.9962021289688	-1240.8674609995226	1.7989966587985397E-6	4.006701293095864E-6	4.801765090947043E-6	9.89918976023747E-6	7.85024985824723E-6	6.470922741695241E-6	8.478788277907957E-6	3.442927736714157E-6	2.52078763771705E-6	5.396285906942116E-6	1.7452426891200942E-6	7.4799849212798734E-6	6.6645609945694165E-6	2.8020947253777225E-6	2.574641652677428E-6	1.1622735883254762E-6	3.5286059840656464E-6	3464.5990812821756	0.055260075525238844	0.0011320408753026166	19.081442788506077	0.3142683746730674	0.2445950285593652	0.23819948739038505	0.20293710937718246	3.2381478163859163	-1240.8674609995226
1170000	20.051585618953176	0.7374784033267182	-1138.6502592851284	-2.8759966098906586	98.17621196774165	-1236.82647125287	0.002176171913973831	0.0025298559009090636	0.005252513223116153	0.005269452209874762	0.0075752318849567485	0.009617919416154162	0.007632948627368759	0.0015547200744001452	0.0022800346561702347	0.0071149965781837875	0.005473366570781452	0.0014379763910615665	0.004100943293162225	0.005756665118662988	0.0011910820211763885	0.0028806604739789227	0.004140128564705626	1.4650017946257383	0.5959448454777652	0.7468210552482345	4.254552833869215	0.3189567963823036	0.23797386929901804	0.2467997978432776	0.19626953647540082	0.005250274293358413	-1236.82647125287
1200000	17.708943984362907	14.729372631303299	-1179.9895555001924	-17.6592553475553	63.30014050883982	-1243.2896960090322	0.007170555204151219	0.026706313796079552	0.03044613691811837	0.05196422034472903	0.03339155251368151	0.010464719267016039	0.03447056542917556	0.007572460290190722	0.0070463011818013305	0.0060597163149871515	0.028475047174337572	0.0019309938365087696	0.0037710178889957774	0.03134639645778396	0.007575030951858355	0.005378202556303593	0.014501431170307274	0.04884228432867843	0.09636680172834908	14.736078962596373	5.923133945278056	0.3017413437312296	0.22061506744780124	0.20702489548752356	0.2706186933334457	2.7798485195468166E-4	-1243.2896960090322
