# BEAST v1.7.5
# Generated Fri Feb 28 23:45:00 CET 2014 [seed=1393627499695]
state	species.coalescent	speciesTree.rootHeight	posterior	speciation.likelihood	prior	likelihood	species.popMean	speciesTree.splitPopSize1	speciesTree.splitPopSize2	speciesTree.splitPopSize3	speciesTree.splitPopSize4	speciesTree.splitPopSize5	speciesTree.splitPopSize6	speciesTree.splitPopSize7	species.birthDeath.meanGrowthRate	species.birthDeath.relativeDeathRate	cluster584.treeModel.rootHeight	cluster584.kappa	cluster584.frequencies1	cluster584.frequencies2	cluster584.frequencies3	cluster584.frequencies4	cluster584.clock.rate	cluster65.treeModel.rootHeight	cluster65.kappa	cluster65.frequencies1	cluster65.frequencies2	cluster65.frequencies3	cluster65.frequencies4	cluster65.clock.rate	cluster584.treeLikelihood	cluster65.treeLikelihood
300000	2.973196029169679	82.41187161070151	-5284.555907485846	-11.554347433848704	17.578078062385096	-5302.133985548231	0.038601297226244335	0.28588809175153745	0.019790579725114683	0.07072338511812457	0.14154006939537853	0.07419811913500958	0.05896782289569985	0.1237461039395736	0.0041709063470050925	0.40650296236603306	82.41327671045539	4.9700100690615026	0.2761618560310046	0.18221968672992153	0.20750097325108668	0.3341174839879873	1.7511691197991304E-5	82.75979681206957	2.0003583961628446	0.246153975531665	0.2546220305186323	0.261729900087835	0.23749409386186782	1.1841974238022447E-4	-1563.6002436426083	-3738.5337419056227
330000	-23.6747059247185	35373.81359464822	-5361.550533347753	-23.604270109944867	-61.875324551164425	-5299.675208796589	67.32937466317189	116.60811044713466	482.43585462891343	208.1324084447483	224.08763348963234	120.34741382585435	23.68570996312113	214.29430311398312	1.5509784320355838E-5	0.04040211000377692	35397.12422264143	9.574434366813856	0.29704468823902463	0.1759595577765715	0.2058241509565354	0.32117160302786846	2.6670094107994067E-8	35445.821414125516	2.3760658147765223	0.23984430476735466	0.24020998588056652	0.25415377127708494	0.26579193807499396	2.8060139399823985E-7	-1563.774133104418	-3735.9010756921707
360000	22.701604674278407	0.010391365526087252	-5231.696512499579	5.9536844382046965	67.1046110932854	-5298.801123592864	6.390678273520513E-4	0.002778145819754981	0.0033633850087587624	0.002857410095015791	1.990486268938242E-4	4.80782977880327E-4	0.0029110551047181426	7.800912116918477E-4	137.50464072277876	0.6087952796743786	0.010565298088165975	0.585986914131563	0.2845537120780047	0.17819266353646201	0.2068489585616356	0.33040466582389777	0.09703500403220795	0.011312111119629424	2.664629894994763	0.24769908617520725	0.2564847872075664	0.2521726508690292	0.24364347574819728	0.9054756377598701	-1563.5850807462648	-3735.216042846599
390000	-16.466369450752445	2.203127486607683	-5340.722759286833	-5.019698796960793	-43.70970676786354	-5297.01305251897	18.573387386425946	26.614748099128885	25.336760393534075	79.78742766358278	15.912281155230605	13.202930485639618	43.0518561933033	64.54753814294517	0.017125297899810616	0.890772915158433	28.60883268508892	2.5229187625709457	0.292195539922034	0.18596744892531628	0.20479888801942261	0.31703812313322716	6.537496249393228E-5	22.95351343238398	2.18293607702287	0.24507545969397634	0.2628885522949221	0.24846878509117507	0.24356720291992648	4.487804596810113E-4	-1561.9620782487293	-3735.05097427024
420000	-31.234551222719148	3.7035215193673254	-5373.628873578139	-5.060166866663645	-71.69715572000067	-5301.931717858139	133.5512106047797	149.51694117370974	501.257390723927	378.48879078311285	422.8381838409028	25.298652540216167	224.9875797836639	114.82481271174869	0.04986018798633099	0.6855233527235389	627.1978402422247	76.61633008474718	0.28829789199590705	0.18228911611753515	0.18619183897238994	0.34322115291416794	2.18218137642379E-6	969.5192888207483	1.4021970180520609	0.242833583897701	0.2535739709469374	0.2517174317537604	0.2518750134016011	1.005007597006646E-5	-1564.6115852584642	-3737.3201325996747
450000	12.377269181770696	5.377685578064676E-7	-5248.434027977078	25.652887613929362	49.27022780834058	-5297.704255785418	0.004476479099805765	0.013738552880792973	0.020843244304976295	0.018749556831616977	0.011817562050300564	0.019979318526945046	0.008025080428905209	0.00442176406924621	144981.3138011137	0.8603242714649124	0.036915471221236985	4.8928945935111114	0.309609826982029	0.1885111207784383	0.20055200210199345	0.3013270501375393	0.06946571607450575	0.001029413564220002	2.5392373924264957	0.23190886017296783	0.25822524051780094	0.24940800085788933	0.2604578984513418	10.659642707194573	-1562.789480952354	-3734.9147748330647
480000	11.676023079707754	0.0037143878727001157	-5265.929219170463	8.480344483043417	33.539708916763864	-5299.468928087226	0.006350048589361704	0.05476038907096154	0.021848442926183553	0.05860230462859921	0.021222710517240714	0.023107558808028346	0.006445049180297673	0.009685791307128743	152.47902241538003	0.15647558098088607	0.04862351428507014	16.323401728327468	0.303975923406245	0.18776749374676102	0.1902710962868573	0.31798548656013675	0.05025102012168562	0.015396284388267819	1.931599192695461	0.22728277671285357	0.2628224782714441	0.2469482815225998	0.2629464634931024	0.8313874050402393	-1562.6568804682267	-3736.8120476189997
510000	26.573851743402052	2.036433179182307E-6	-5217.97166610058	23.2441385807425	81.88478744993269	-5299.856453550512	2.3776878194187496E-4	0.001051478805610135	0.0019104497666809122	0.0011752765546735463	7.404078229921953E-4	8.885841386147575E-4	1.7594123806322307E-4	6.806607998635835E-4	2350.2469248045195	0.9939859759649726	6.844752905355408E-4	0.49714262275737586	0.30047680495681706	0.17723055415001368	0.20118195009292303	0.3211106908002464	2.396327089480743	3.122930364328704E-4	1.6236816252372872	0.24104455635797814	0.26899203231571067	0.2344728297097686	0.25549058161654264	34.426058942871066	-1562.8701343957327	-3736.9863191547797
540000	3.0122071614640142	0.9642473560239073	-5283.855308334991	-3.430116687219438	14.10678959739031	-5297.962097932381	0.06408844565674869	0.2725456133146843	0.2842870156358529	0.12504037435316673	0.09642576599762256	0.16640448895761173	0.045372257566952345	0.15211238428120108	1.3137965618001368	0.23853928870193322	1.440716746881311	3.792244864346068	0.29215177284685057	0.18065210123378556	0.1937286433252773	0.33346748259408676	8.960906705081112E-4	1.0727184394066471	2.4839292883463875	0.24827699395387676	0.25431263856305597	0.25313453623467597	0.24427583124839128	0.009294475843754684	-1562.967777192328	-3734.994320740053
570000	20.482344798955044	2.501975121850866E-4	-5237.420213868601	13.183331580806993	64.28069078734202	-5301.700904655943	8.623919507591072E-4	0.001982711919878279	0.004797945500429434	4.4310325945035115E-4	3.4969803842389944E-4	0.002140944843455197	0.0012287995240587112	0.00135248755619474	805.3883536224715	0.13431917857656545	0.0025922573144804084	0.6698431098881947	0.31162959821355707	0.1877197850371036	0.20266739290063965	0.2979832238486999	0.3048775258031992	0.0037231148937074466	3.0657334971265406	0.24910652767156466	0.25288504227090663	0.2485493854829966	0.24945904457453216	3.077415395529481	-1564.8551425019457	-3736.8457621539974
600000	15.66725311394082	0.0013444676695742457	-5264.725042912186	9.226697106064453	41.22823176561051	-5305.953274677797	0.005505673293449402	0.032180177249207714	0.030406378163752315	0.06421572672819306	0.003275154960114615	0.0034293094269077806	0.003792317815095602	0.004378945932313922	705.6631027077398	0.5190579132725696	0.004240255460767287	0.32632376798855406	0.2958118880949098	0.16462182790714838	0.17782518869071104	0.361741095307231	0.19818484742133927	0.01030023593070573	3.3601308890348354	0.23826421012080667	0.26040665433924	0.24411297951399608	0.2572161560259574	1.0947807317928349	-1571.4491912720905	-3734.504083405706
630000	-2.566119625515446	4.029494375457248	-5308.22857903046	-5.514224719268475	-6.6123476619569415	-5301.616231368504	0.2882038505587171	1.6010519553880804	0.5692931989403383	0.5037688545638457	0.04970449242749641	0.1828255970176752	0.48110981012376464	1.6620803826313804	0.48868255269040545	0.03849872853529722	4.473801977596479	9.114123126847876	0.30772072932997524	0.1886251276185286	0.1896124033658907	0.3140417396856058	3.065844369557599E-4	4.124017346337136	2.7101238668947265	0.228288869131931	0.26539009612619935	0.24168013794648832	0.2646408967953814	0.0018269692415625745	-1562.6599101802694	-3738.956321188234
660000	-1.7341676372886798	101.18447429981772	-5301.592892140589	-12.071264735058513	0.07169343875735024	-5301.664585579347	0.24802012846811872	1.1497035355022085	0.5912273722410782	0.30217000550769124	0.19372117926381077	0.49235844599755557	0.013405632884144567	0.9980845055313514	0.005368767567948814	0.17915514392298895	101.43727536813363	2.339844088362311	0.28362790044108505	0.18120928833829347	0.19734305482165962	0.33781975639896206	1.6359015566467857E-5	102.66836433452492	2.649456625328788	0.24090275053961713	0.25237537435831014	0.24294957389777228	0.2637723012043004	1.2173658981213208E-4	-1564.734884764118	-3736.929700815229
690000	35.77679764038276	0.00547299491401266	-5199.833990340809	6.395049968722863	102.57541509386533	-5302.409405434674	1.488749776828242E-5	1.038789099401787E-4	7.6651075039389E-5	1.072299176254017E-4	3.9362726970156606E-5	2.4251418543682516E-5	6.520819117637184E-5	7.067434733722587E-5	24.289088514428077	0.26428476831328446	0.005473204334517133	27.547701839081984	0.30703358201320236	0.18212108479859948	0.21107043787419105	0.2997748953140071	0.15723512868301173	0.005528898464158855	3.1199445144846023	0.24007927390549097	0.2534150757717702	0.24591574396925703	0.26058990635348167	1.6473333517150663	-1566.7789653292582	-3735.6304401054163
720000	35.62934209072928	4.938698867332764E-4	-5196.347122697921	12.094621049914828	105.70393962246123	-5302.051062320382	1.8726573724108897E-5	3.9109186102746814E-5	6.210070569894765E-5	8.003773395075467E-5	4.539556736578985E-5	1.7888032057966608E-5	4.04869239880301E-5	4.511084037193307E-5	486.4745683160081	0.28306185697662867	5.158052631458979E-4	0.7093991785265643	0.2979387039386456	0.18189721954047347	0.20348639384012127	0.31667768268075963	2.3545415399248717	5.463988044805639E-4	4.489853085924786	0.24546342150828135	0.25121910840828887	0.2562079000685838	0.24710957001484593	25.28596277685338	-1564.278781326786	-3737.772280993596
750000	16.869476345598457	0.0365265897129199	-5249.830790874872	4.064870867540597	52.642182413811156	-5302.4729732886835	0.002134279198962174	0.006681737388086328	0.006681027288378516	0.012747932849523908	0.00737482369450622	0.002680409500156574	4.320540383782506E-4	0.00806436766709891	15.467158235445494	0.3840120134227262	0.04561674910408669	0.9171764252289321	0.2806644506396003	0.19138508738109541	0.20697368605597827	0.3209767759233259	0.044415358751682184	0.040029655267758334	2.20400788789398	0.23042365225512418	0.25305369075268014	0.23962074137252082	0.2769019156196748	0.3130990221680173	-1563.950690065957	-3738.522283222727
780000	13.372523869659302	5.542010144415717E-6	-5250.418836717481	21.54043853868523	47.12946343649884	-5297.54830015398	0.006839162722728648	0.018606026145236744	0.015222549515078012	0.044344562627475874	0.027402865265185043	0.004877724679349978	0.01180062210323385	0.0025513590677548074	36116.571413658174	0.9618335670494045	0.011583543484278728	5.08514801766543	0.2992299675690643	0.1960499338420051	0.19853965940823298	0.3061804391806976	0.1703471171564707	0.01780371636968923	1.7263919752151664	0.24524817558089218	0.2485089986488493	0.24695606616854632	0.25928675960171216	0.6020660703572439	-1562.0394093029195	-3735.5088908510606
810000	1.7371907440369854	3.834534728204166E-5	-5282.628864760041	17.310384147556604	19.56186460775708	-5302.190729367799	0.09674196213212492	0.22918638799256721	0.2961367759278131	0.2321869820804663	0.23868859820564844	0.03627645868557929	0.20621966040539066	0.25667856938932626	9521.284112318785	0.1479585702120025	0.49284937581661636	2.815390126504257	0.31888093705769516	0.16684244377185095	0.193468299355132	0.3208083198153218	0.0010906811443429866	0.20524294399655324	2.9180555456869848	0.22392105288885064	0.2521117802269603	0.2601746061517645	0.26379256073242446	0.05970334128124377	-1564.8697615241222	-3737.3209678436765
840000	4.38336556144106	3.7143960110791573E-6	-5275.058285021227	19.785640591919332	22.42802964511137	-5297.486314666338	0.0351614412915432	0.22403663702587773	0.06722060488992819	0.2236461614315058	0.08106134691132132	0.10954994710930717	0.07082983608280277	0.11707704531476343	395102.04570530384	0.7312680686978268	0.34218125608236294	1.7682838354498305	0.29857823586855375	0.18939231773559992	0.18825702672843214	0.323772419667414	0.011630544250662582	0.022702939901827514	2.152859211887528	0.24294583539993875	0.2506151942310361	0.25313497508065835	0.2533039952883666	0.5301176374332967	-1563.0708891555203	-3734.415425510818
870000	-4.482523951666196	4.8802614588946105E-5	-5310.853801163096	16.222289965492234	-10.238641509309916	-5300.615159653787	1.3900193818914997	4.236963876995171	2.4414277035586007	4.256744162585657	1.0461687422601467	1.0795265977736532	2.8330832927359815	5.129292701976413	1964.4263762367068	0.5605204731637755	0.4785334384446724	151.13639142402388	0.274632928132353	0.18772151374238027	0.20219933921361322	0.3354462189116534	0.002899160393819201	1.1036831398699454	1.881446906731396	0.25304506198371757	0.2486598453278498	0.23611604246826032	0.26217905022017224	0.009141155106363931	-1564.4941944012676	-3736.120965252519
900000	-39.717646115162836	0.038357272226927835	-5393.44205058062	3.9286965908630918	-92.12939892602773	-5301.312651654593	1943.9264087044292	13707.125894715306	10520.18454254415	6483.907983467362	5577.297133205534	5511.170178694995	5032.4650407847685	559.6146496726776	6.935268969855749	0.718679466309905	3722.842867847315	3.428754208103457	0.2854609240710625	0.19026798097899372	0.1797769449158683	0.34449415003407535	1.6665664234206328E-7	10171.45325568643	1.7648297137020375	0.22533478591970513	0.261794518461239	0.24910881674257634	0.26376187887647934	1.14906198835995E-6	-1564.3084558722787	-3737.004195782314
930000	14.034938987471737	2.829588114074145E-8	-5233.347709310889	32.11049693588991	62.409721090188484	-5295.757430401077	0.0015455166595684103	0.002961875000973444	0.005652242270389509	0.005343182494226428	0.005890949802741398	8.132644343840895E-4	5.51231310690279E-4	0.007419168688971798	3.192500957470029E7	0.7873098714760641	0.015470462329355544	4.607595959142243	0.28771677494477776	0.19151589844196037	0.19919504845096234	0.32157227816229933	0.08464417088897948	0.011510710934216285	2.254531360597613	0.2500629276841557	0.25236912731181765	0.2498777081285307	0.24769023687549577	0.9405128539155612	-1561.261428250744	-3734.4960021503325
960000	0.5828426164475043	2.3801156038581142E-8	-5279.66713507694	33.04914688919839	20.272204045694718	-5299.939339122635	0.07726614721435011	0.2949758290290964	0.10349504372612801	0.37934855632495457	0.04172979307933287	0.2477617410873203	0.43448602661485775	0.13110864226103405	4.770609518622879E7	0.017149592063549886	0.10783002983514585	29.694267100301015	0.29717529317590025	0.1922645815230149	0.19860575300536806	0.31195437229571665	0.008204131513141083	0.40256362185764555	3.1325880081803454	0.25289751354844603	0.2441985575266008	0.255378917704797	0.24752501122015602	0.033687602974741084	-1562.9694162092483	-3736.969922913386
990000	22.271678053227724	8.55428211444732E-12	-5219.491988252468	48.74606685420745	82.87113605544616	-5302.363124307914	8.088793611125847E-4	0.0045415645351729005	0.0038171653419677713	0.0012487527691952829	0.0021540431740064395	0.0017638258219669252	6.905188899727653E-4	5.121873612638823E-4	2.766029721508228E10	0.6833777548383086	0.00319079296990232	5.653512851304962	0.2891353387866883	0.1988376717121498	0.18141028056976477	0.33061670893139694	0.15893285578724792	7.050931127102686E-4	2.3539829553059275	0.25491177650897884	0.2384053320431284	0.24322815062233386	0.2634547408255587	14.407354075885012	-1564.5379017904397	-3737.825222517475
1020000	-43.762823384225584	5.7472040068660644E-5	-5402.9730068647705	17.191382189146438	-98.98916122032274	-5303.983845644448	8698.346123191868	16633.491881813054	32358.984367350855	38976.77633135984	20146.232957775454	41656.8498838814	10943.07195327573	3570.7236912959356	6587.871596386998	0.8963658825437243	9252.983205900908	9.090539431973028	0.2956218279761896	0.16266838974552866	0.22448790172490946	0.31722188055337214	4.6193683867470686E-8	29968.658126414262	1.5598786578674553	0.2514626937249222	0.2512547421237756	0.2448640079855131	0.2524185561657888	3.0930321518280296E-7	-1566.8415039375268	-3737.142341706921
1050000	17.9544818854843	1.064625267926624E-11	-5226.1984161779565	48.35200111347027	72.94801412159094	-5299.146430299547	0.001883715934791901	0.004272133238303015	0.005617953564385286	0.0035551286047807106	0.006334385463728661	0.005311257162540267	0.0013736705874110655	0.003765924131033087	4.7502481033562164E10	0.2796088905790446	0.006573475900939566	10.812227750172454	0.28378670632204267	0.20237069103417807	0.19202580943765069	0.3218167932061285	0.188110763108607	0.004057147866393498	2.4942983697678587	0.24662455255244736	0.24338658698168483	0.25688959501630665	0.25309926544956085	2.4205145022301724	-1562.7774491307034	-3736.3689811688437
1080000	-79.83718162513118	0.028008936451959097	-5506.540568939368	1.18627100285951	-209.64650824714622	-5296.894060692222	2.363008270364052E8	6.60964676398426E8	4.2473303842566854E8	1.7381577119767554E9	2.1469061248805112E8	1.866294592496602E8	1.2241639130556801E8	2.6775894607007688E8	0.9184773585151197	0.5262389448478055	1.0578325128991257E8	10.058042729768937	0.2868737393487439	0.1926666354711901	0.19555645279202577	0.3249031723880402	1.5889461541167353E-11	4.922714345140857E7	3.4268398798537705	0.23785244973241132	0.2517740405005371	0.2526498093988004	0.2577237003682509	2.2341604525253946E-10	-1562.0649799125704	-3734.829080779652
1110000	19.77509656023439	1.6224801736628903E-13	-5220.6813611703565	56.8577754040822	82.6277882557934	-5303.30914942615	9.542185880089208E-4	0.0035709146498758473	5.694380987563509E-4	0.003928310784050719	6.850140486977182E-4	0.0011687739079004763	0.003978973490667195	3.5508861138844344E-4	4.295488056713231E11	0.9487193310892835	4.974502048270846E-4	0.8786057510584903	0.2610535600363221	0.18433422810675196	0.20358878318790738	0.35102342866901864	6.129296578885863	0.002727952849224446	2.678754698206273	0.24178717383815296	0.26326971117881054	0.23820114030837106	0.2567419746746651	3.3959609389674044	-1567.0654495164658	-3736.2436999096835
1140000	22.004179456099806	1.380739849273387E-13	-5214.195517915035	57.182352376730776	86.49231274786735	-5300.687830662903	0.0010846286715116586	0.0018370967003903467	0.0029855393261442402	0.0032206452322296325	0.001475247190161513	0.0011167105796189303	0.001025242869870784	5.636019378963772E-4	2.938544072186228E12	0.7812441242256543	9.027995565438051E-4	1.9432944693378502	0.29520548226627036	0.19548557546657377	0.18442178270842832	0.32488715955872755	2.427349098400955	0.002311700107237759	2.6072694052084744	0.2499627428191646	0.2565081823062366	0.25948177027676117	0.2340473045978373	4.593939744443487	-1562.611177826977	-3738.0766528359263
1170000	5.961688386538912	7.9395126829778E-12	-5248.444012079958	48.23440770333714	53.00537237511125	-5301.44938445507	0.009093172579911539	0.02752942702650742	0.04105147090441892	0.018406655523464113	0.029439200738962393	0.0033845613637525523	0.02315119559168401	0.026007680008707266	2.6868380466745645E11	0.07142968607705609	0.1318176471473706	2.1319988043342804	0.2902517660620432	0.1838396246182146	0.22306275460556013	0.302845854714182	0.004999730564705818	0.053862887544306855	3.128859501792745	0.24158887930614875	0.247129836628895	0.2507875982888528	0.26049368577610316	0.19651303435211082	-1565.0432000122316	-3736.4061844428384
1200000	9.554923525269338	7.299300205668068E-13	-5241.299414667774	53.63973711862879	60.67109123798976	-5301.970505905763	0.00927310952836321	0.03982801152995183	0.011993944449331372	0.05140186495632605	0.029083050033442023	0.01787128012033542	0.03774423135950364	0.005506447200819536	2.634864459222731E11	0.9437210892717515	0.05994831074561679	1.0382123232198466	0.28761624494489835	0.18080314836610797	0.21931682438691397	0.31226378230207963	0.008331740060767489	0.02163180136862583	1.3746511602160452	0.23927605082713538	0.25384078530401444	0.24431454432598018	0.2625686195428696	0.47975390231154336	-1565.0974185481637	-3736.8730873575996
1230000	19.429746536852193	1.0311671241251435E-12	-5211.76899380761	53.18241001535756	86.63786804955885	-5298.406861857169	5.935402349661695E-4	0.0013239760275995298	0.0036933137092229206	0.0021365483690435837	8.879681859916925E-4	0.0015023935734181097	0.0016324124336918298	7.545818139716638E-4	6.91993434130619E11	0.4651908117193755	0.0016496009287812457	0.6094514485342745	0.2980051468405863	0.17698945892933957	0.19940628612783687	0.32559910810223713	1.1700952786274808	0.003675758364811616	2.2158009892144834	0.2418374552347067	0.2523753228894878	0.24350625737843873	0.26228096449736643	3.457240133072361	-1563.716148056046	-3734.690713801123
1260000	18.157658132452912	3.6842734244476696E-13	-5229.093408563242	55.236598717192	76.13216574536435	-5305.225574308606	0.0016142766697613748	0.008214435736413127	0.014388217819090608	0.007621132227445728	7.86251920218385E-4	0.001782231989854142	0.0024776525234494065	0.0016145815495526195	1.540332647278361E12	0.4853114362130954	0.004780938868742944	1.7148754872753715	0.28410451890624744	0.18470818422053964	0.19731878124962587	0.3338685156235869	0.3904047126797888	0.0016170854081587556	1.830025428695455	0.23975932373276898	0.2479076404798487	0.2633411521248566	0.24899188366252534	9.682785733745755	-1564.4298591643774	-3740.7957151442283
1290000	-5.651663979191282	2.4514463621795982E-11	-5281.455244311251	45.302627735084684	19.803864403519544	-5301.25910871477	0.18811085891408633	0.5950910052716445	0.8006690192922699	0.5341091876073862	1.1919279204930175	0.6371014515644782	0.842026135151388	0.4364165873370816	4.6157538855019455E9	0.4833439367242108	0.8678307650085734	1.737654035846592	0.3126139419090343	0.17632496190834668	0.1946718586454255	0.31638923753719345	4.499295992389193E-4	2.248180952200158	4.102563393769135	0.2306369112049503	0.25595295318036654	0.2539798755661088	0.2594302600485739	0.004562079120196559	-1564.643742355982	-3736.6153663587884
