# BEAST v1.7.5
# Generated Sat Mar 01 06:51:31 CET 2014 [seed=1393653090818]
state	species.coalescent	speciesTree.rootHeight	posterior	speciation.likelihood	prior	likelihood	species.popMean	speciesTree.splitPopSize1	speciesTree.splitPopSize2	speciesTree.splitPopSize3	speciesTree.splitPopSize4	speciesTree.splitPopSize5	speciesTree.splitPopSize6	speciesTree.splitPopSize7	speciesTree.splitPopSize8	speciesTree.splitPopSize9	speciesTree.splitPopSize10	speciesTree.splitPopSize11	speciesTree.splitPopSize12	speciesTree.splitPopSize13	speciesTree.splitPopSize14	speciesTree.splitPopSize15	speciesTree.splitPopSize16	speciesTree.splitPopSize17	speciesTree.splitPopSize18	speciesTree.splitPopSize19	speciesTree.splitPopSize20	speciesTree.splitPopSize21	speciesTree.splitPopSize22	speciesTree.splitPopSize23	speciesTree.splitPopSize24	speciesTree.splitPopSize25	species.birthDeath.meanGrowthRate	species.birthDeath.relativeDeathRate	cluster62.treeModel.rootHeight	cluster62.kappa	cluster62.frequencies1	cluster62.frequencies2	cluster62.frequencies3	cluster62.frequencies4	cluster62.clock.rate	cluster711.treeModel.rootHeight	cluster711.kappa	cluster711.frequencies1	cluster711.frequencies2	cluster711.frequencies3	cluster711.frequencies4	cluster711.clock.rate	cluster62.treeLikelihood	cluster711.treeLikelihood
300000	87.82115109574656	0.013414340671794044	-1529.3637773989076	30.061702057543414	258.67992084051536	-1788.043698239423	5.31536297207542E-4	0.0025676088263755473	0.0012739680981390337	0.001670932842903201	0.0013659471988343693	0.0026313335234516766	0.0011532745468490454	0.003223452572321047	0.0038829429717966344	0.0034515372184704862	0.0016655488979087532	5.843686776618596E-4	1.700390325675169E-4	5.539677944813502E-4	7.120413221517557E-4	0.001464243151710572	4.740835561810067E-4	8.551834969833561E-4	0.0012858410701853597	8.309702839670316E-5	0.0015808714162192767	6.841522333194609E-4	7.980179531704366E-4	0.002321053354440524	7.533195248991391E-4	0.0020383319474260833	61.15286355374407	0.6870479205240815	0.014432176908020216	10.776247401676395	0.3151512530163895	0.19537804456558033	0.2423707187934739	0.24709998362455665	0.10215133239207204	0.014735471340664186	45.82956594368798	0.21860397292841383	0.3112793898003969	0.2956175307209741	0.1744991065502152	0.4247803342600717	-1141.5147433392517	-646.5289549001715
330000	-12.326932737129297	17.424340764147722	-1835.2295852149616	-25.185133829174287	-51.28354603502247	-1783.9460391799391	0.4001923024270588	1.5979541796755883	2.139078190852581	0.6954354981901837	2.281843524621048	0.5802963876216103	1.1136361043956353	1.9809625480755726	1.2483805463231115	3.0666455206872105	1.1233019482883315	1.1060190470332967	0.5280943707717568	0.547315530692881	1.3863983989595572	0.5147098279781155	1.6189864742777722	1.108495281715109	0.08947429463208882	0.27214370607374044	0.5108851879999867	2.0121065285805844	0.43911821863740236	0.40672593281834185	0.13223343975789142	0.5905978924388459	0.035668698252406636	0.6817956834363472	18.59981322262346	22.794112516928354	0.3089149124514736	0.20836602268818502	0.25522884094219356	0.22749022391814805	8.87997825018288E-5	18.12841603186245	147.9478492124623	0.19177242934661712	0.3053739690365006	0.3125492368219097	0.19030436479497265	3.6923959818867773E-4	-1138.4778974313426	-645.4681417485965
360000	128.13382903315087	0.006007324430504789	-1425.0064471213207	37.86864995746046	359.12965922715995	-1784.1361063484806	4.3685987552034336E-5	1.626034939869208E-4	1.9814646757321605E-4	3.737693734990206E-5	1.4928702955217674E-4	4.7029286915823944E-4	3.4678775968733104E-4	1.510367625014852E-4	1.2872348382507245E-4	5.3231870588947835E-5	2.2354750562732347E-5	1.3065530814224764E-4	2.114772099775604E-4	5.3842335581689204E-5	3.2879298848233223E-5	4.952014631892178E-5	5.4348660474788205E-5	2.325864289318674E-5	1.284453951397991E-4	1.8256017116116655E-4	2.791390299416901E-5	9.16874931778652E-5	1.1246352544093827E-4	8.689425377353456E-5	7.081896237231438E-6	2.990081282980314E-5	214.210593496797	0.6925792994082022	0.006038572597402474	1361.5593445982777	0.2839165319685662	0.24051671364194324	0.26097681430285147	0.21458994008663934	0.3861572821588046	0.006036046232250199	32.11638110516839	0.20990858631450507	0.29162895571516917	0.31685668933952776	0.18160576863079825	1.719850743959826	-1142.145314311417	-641.9907920370634
390000	91.03352493661873	0.05186614265910331	-1515.2329192230513	21.33721256539153	267.75948281973245	-1782.9924020427839	3.0528779662305475E-4	9.799097992667569E-4	0.0014083155776344024	0.0011654322509826456	5.9531896797617E-4	6.910889609176461E-4	0.001691513028656004	4.0387216136542986E-4	0.0016025987360103135	0.0010156450300778785	6.872762521743155E-4	0.0013860644872251402	0.0013337266186832196	0.0010732210198976394	0.0011977083267436118	1.1124620839243791E-4	4.968290019664563E-4	5.221982231843775E-4	8.83405921838836E-5	0.0012236824295619214	0.0012861158189421819	6.302111082854065E-4	0.0010753328996069556	8.347743031102965E-4	7.687878855079194E-4	5.472170430659637E-4	36.790615154499534	0.5291455654338985	0.05409292700240809	6.3598822632211	0.29316515177935926	0.20393052987844332	0.269184040936188	0.23372027740600992	0.03332662820228834	0.05796548396193652	8.769340094412543	0.24238294552974235	0.3126569419666766	0.264017819295053	0.18094229320852828	0.1487285547769646	-1137.7494850862481	-645.2429169565357
420000	109.31793016633029	0.011038922427981062	-1465.5166413296583	32.603895755167166	318.29123887737563	-1783.807880207034	1.1706685180105441E-4	4.7648731867590526E-4	3.788313514517236E-4	3.9390147799502225E-4	1.7139839123482943E-4	2.1639940506723785E-4	4.348191427793562E-4	5.246466540336307E-4	6.988412421050118E-4	6.918774427247968E-4	2.1854902550351928E-4	3.351376568583673E-4	2.8532984567950024E-4	5.317889301246597E-4	5.962836106398822E-5	4.7333347216280786E-4	2.4421709840108825E-4	4.870510520561236E-4	2.2759862263314575E-4	9.485401362009848E-5	1.0499426254673615E-4	3.880993960726074E-4	2.6122125797409495E-4	5.4568704176026514E-5	2.821242243273698E-4	1.235119289861265E-4	43.610824714913804	0.774316230797835	0.011396618904594428	74.08598898182845	0.31762923291358114	0.22271542339215464	0.22115655750194776	0.2384987861923169	0.14591111527622203	0.012064551364247304	205.69834455889261	0.2362911092423349	0.27076618825769466	0.28699814033541776	0.2059445621645527	0.5360990023053284	-1139.2635101305036	-644.5443700765303
450000	131.1389334409634	0.0020726305044334943	-1404.2949787926823	45.227033084889925	378.16287808711724	-1782.4578568797995	4.491121671612458E-5	2.851986422877491E-4	8.541016706773981E-5	2.31006363787034E-4	1.573866521323687E-4	1.1713418480578806E-4	1.6352045123899913E-4	2.0308762714665133E-4	1.0337898760420012E-4	1.3949640228444414E-4	9.653627169965064E-5	1.8459471812566473E-4	9.73064681090498E-5	5.4168447154137306E-5	6.113222479635344E-5	1.564153191841742E-5	1.2270570203708344E-4	5.193555152872161E-5	3.091265047701121E-5	6.253169134449244E-5	1.704939641811072E-4	3.4748324541850744E-5	3.198768082580217E-5	6.606781893905416E-5	4.945226081902533E-5	1.449527620410502E-4	333.61915831453194	0.3235167626938746	0.0021717985260555775	28.14338284118143	0.27739306985890766	0.2351600867727452	0.23251358719488346	0.2549332561734643	0.9243650194733498	0.0021171521888236596	56.49085430856553	0.20211042757183506	0.3067283184509614	0.3132172597424671	0.17794399423473653	4.970867068192087	-1139.2150653593137	-643.2427915204858
480000	57.58616754948993	0.11388136073278479	-1614.8836934451697	14.93788988329963	169.724967746391	-1784.6086611915607	0.002826076784592639	0.013654555711045496	0.013076257405397541	0.01122756412868165	0.022261909375987418	0.008072235874479939	0.022085193527909712	0.023501924000252552	0.008569897834250955	0.006849352350228602	0.006265020339300899	0.0010562497509554248	0.013562449609985129	0.004837787487073335	0.0012039050022364755	0.0013471788017487018	0.004632273919528746	0.010212809897400784	0.006842784559166268	0.00733473545998977	0.0010803899533115805	7.157532903439642E-4	0.006745194756740547	0.007917481684764903	0.0050198149240560765	0.006160288935836562	5.000778235202143	0.7509604043312044	0.11558638643442722	27.207691504400792	0.31818907205169933	0.2008135159590826	0.23070555865421188	0.2502918533350068	0.03199912019148258	0.12598412675256312	141.79530798682893	0.2524406471500414	0.291096463472843	0.25529332171661084	0.20116956766050484	0.09444444397869887	-1139.465186571628	-645.1434746199328
510000	71.9838703857346	0.040844292572414925	-1568.0261102438428	23.179861181942265	223.64642800232028	-1791.6725382461632	9.241841807911795E-4	0.002911567445589028	0.002015804558384514	0.0021326302900201714	0.0027853504463137943	0.004106011534708304	0.0031207758056996607	0.006587916222381778	0.004111718443516391	0.004211178943259442	0.0018060262001235226	0.001935505890882214	0.0031509592615144347	0.0014233864829099302	3.4526760868872834E-4	0.0026443078472809323	0.002837802552118526	0.0017843432159848388	0.0024978439866728173	0.0017077588914356917	0.0028021475697747227	0.002536657494429167	0.004135087243839607	0.001091047496832767	0.0018074263407292985	0.0019288989974981313	6.7513533156972665	0.9275600043661468	0.0456267202826803	410.9871066846397	0.30305694294161517	0.23710384585824348	0.24848779704957463	0.21135141415056727	0.022042549016082928	0.042492932040803004	28.715091078078622	0.18682463906483748	0.2609994340560807	0.3668121585704588	0.18536376830862308	0.23338679992357247	-1144.356715500722	-647.3158227454411
540000	95.47710059020648	0.007943967932234326	-1488.2554208050014	36.39140397168714	292.3237713353652	-1780.5791921403666	2.3219155796516542E-4	0.001182016860443456	0.001394129845643725	5.309263490556466E-4	8.447862577158823E-4	9.008058717313259E-4	6.599534542199371E-4	3.7022465496552306E-4	8.678170646675906E-4	3.2613140873560814E-4	6.796850958422697E-4	0.0010840838360506903	4.439656784159828E-4	1.0524941858359305E-4	1.1407973386770302E-4	4.51049982082633E-4	2.3960117985201516E-4	2.216279319185575E-4	1.79437417954279E-5	1.436094640478839E-4	6.048734178124948E-4	2.4745705720740193E-4	0.0011113071859526525	7.778535123831108E-4	2.815279701948074E-4	1.1059932323982201E-4	381.6864012676762	0.17778100565814964	0.00835225442241524	4.811392863573758	0.29159336365800886	0.23722307826246272	0.24517246014997549	0.2260110979295534	0.21441399136675632	0.00909851497899966	32.4598302239722	0.22785142138356823	0.2903569031376398	0.2817606183239849	0.20003105715480707	1.0442968194993938	-1138.077685989131	-642.5015061512356
570000	106.55424279286657	0.005568535581814778	-1465.9613228922794	42.590897114416705	315.66495664186453	-1781.626279534144	1.886741220136E-4	7.123996464853101E-4	6.043658163158068E-4	8.997340618617057E-4	2.9811420727215244E-4	9.105964619909733E-4	6.532666924816878E-4	5.113733966928527E-4	0.0010835629206325755	5.917185316329462E-4	2.304177466196819E-4	1.0217063903417367E-4	5.603231678440799E-4	5.330552028096426E-4	6.568724938610566E-4	1.7025843539757906E-4	1.314546308451739E-4	9.858743745065331E-5	1.0148610911598408E-4	5.922420054994484E-4	1.7549740604265001E-4	1.0672404129691743E-4	6.066106671158292E-4	1.6722742110871804E-4	1.613347445658107E-4	8.820145051557343E-4	311.26564392687294	0.4389616133938225	0.006187412731386244	5.288604292369447	0.30251677946890854	0.21664910143205068	0.26109581416081556	0.21973830493822555	0.501914159654777	0.005967517572786606	74.50499272949304	0.2500712266266657	0.2507279099570095	0.3078967332153604	0.19130413020096448	2.038443367801165	-1138.8646506878517	-642.7616288462924
600000	115.4316931031574	0.005245083905352909	-1445.102569749026	40.281329928953134	340.03264896246236	-1785.1352187114885	8.55110735051767E-5	5.116834958266101E-4	1.623098105429176E-4	2.2389170378555578E-4	3.961431972009103E-4	5.527970811234161E-4	3.8455604325534417E-4	2.87599159454566E-4	2.2707313217291606E-4	1.9760982271737587E-4	2.0000808199124707E-4	2.217232628949194E-4	8.244474242412162E-5	1.072787696798622E-4	2.4590378384088516E-4	1.480752353565958E-4	2.0690283031763658E-4	2.8708392543792837E-4	2.0826721770154412E-4	5.2548862101176734E-5	2.3672050616625303E-4	2.3946201371899577E-5	2.559067900075598E-4	1.5751363840095373E-4	1.5468931504988723E-4	2.498369985015027E-4	520.455727789474	0.5532959819384083	0.005486755736944569	5.769002420749069	0.27343005445312946	0.20106211323751355	0.2609546915777439	0.26455314073161335	0.45412544867764126	0.0056804306722131786	286.170662491001	0.23322021645356492	0.31238110570973965	0.28853895273797353	0.16585972509872213	1.7628149812222509	-1141.7897023660398	-643.3455163454488
630000	-37.30851630120442	64.86999913284725	-1933.1533346468434	-34.77913958251005	-142.5858616587936	-1790.5674729880498	4.176597854741757	19.001362983281368	7.693051683782962	11.620053081771523	51.57314283231078	11.478509755498479	25.661186807383807	13.053860396105573	20.956357717135518	13.109108151860848	3.2746387213373596	3.7361541490201136	6.118039240455891	5.349970197316857	16.049710886760412	9.915022339860338	4.72242485073095	1.783152684456247	14.960546828692385	0.9095366617051891	1.4530357122077129	0.8801077106618473	1.9803425939931774	2.2666855592365422	2.951475020680813	12.86327472379975	0.008397351990338222	0.736020385145549	70.35989803702336	58.90481849330675	0.3387231681914756	0.1882395136246723	0.25307502385153285	0.21996229433231942	3.4989039032099994E-5	65.3594072584105	17.2627434831362	0.23073197464945075	0.26113298334077695	0.3485474266582348	0.1595876153515377	1.0388951702967212E-4	-1144.5911438728083	-645.9763291152414
660000	-147.4042612558423	48592.89164507001	-2218.911311368791	-86.06723284009128	-438.53738457344673	-1780.3739267953442	1728.0408294491317	13000.069364690527	3528.9238762868035	5898.781755809025	9726.799786935619	8661.792786282507	11242.610531827751	4816.728977398362	14805.565291556124	9904.443376039413	3177.8163610550014	2693.855287139202	3107.263457556642	2489.2469120082146	3944.5172437386086	6686.428748888859	3675.6734719164497	1481.4678642349334	2672.3803589442828	5227.343252565373	836.9409928801012	1806.9976866814993	2869.1710103142777	4004.0207387000455	2298.9998920637113	1513.9178889438729	1.1840349363950926E-5	0.868014195313843	52955.0543899473	7.507765083540576	0.3110682420579398	0.22978308266940978	0.2239024444927982	0.23524623077985232	4.4668734406987674E-8	55764.518742163404	14.442537235616946	0.2033150017219265	0.3012159243656667	0.298730548862911	0.19673852504949602	2.168893049736697E-7	-1137.5519244629168	-642.8220023324275
690000	5.62391861408526	5.212793938480629	-1770.3240835701392	-12.358280513776684	10.44901761876761	-1780.7731011889068	0.14804247224183514	0.7769755991462294	1.1962112090516526	0.26767095546638275	0.44698058123574524	0.7668361316611343	0.7442932251146455	0.5018098778662976	0.38595292806248577	0.5010871424035396	0.3694041971813143	0.18707511666229992	0.14355115036194702	0.17715508949972417	0.2923760843863885	0.2305555155459375	0.06019390616758365	0.38594085382774695	0.1882463489444594	0.3771137569684596	0.13888660990839516	0.1731271161133223	0.09403957648454096	0.3311346571773228	0.3173807872352359	0.1355474405966504	0.2101155520229212	0.8212146749581171	5.23810577371783	14.778083057445143	0.2982225360757287	0.20462243797286392	0.26486394791911133	0.23229107803229618	5.18790690776793E-4	5.293363025845586	4.793695668954936	0.23980277765356012	0.28612041263603755	0.2953564233684033	0.17872038634199927	0.0022302610290206963	-1137.2039954276227	-643.5691057612843
720000	129.8479436610412	7.052777292640883E-4	-1389.2657418032668	57.734200402688536	391.2327493761147	-1780.4984911793815	2.3880114634058148E-5	5.94785194532599E-5	1.0065857893552751E-4	1.2112805720502413E-4	1.2761704626087573E-4	4.939228589350937E-5	1.507265451705309E-4	2.8091582049796353E-4	1.3243435213038977E-4	4.5648601707256985E-5	2.3796275029123056E-5	3.960548013657773E-5	3.7432184183931294E-5	2.2327707310354314E-5	3.116314124081373E-5	3.932465565944562E-5	8.717368771033677E-5	3.773614527518691E-5	2.4127409312011535E-5	6.591558397628705E-5	9.125595696285201E-5	5.749595331195177E-5	9.330741628183613E-5	1.696262971385142E-5	6.643411566307827E-5	1.2657262718130034E-4	3119.3498798874066	0.24210474886222277	9.488782207216301E-4	18.448352393319205	0.28797249865570584	0.22790484269331113	0.2503961330195343	0.23372652563144886	4.050762572630693	0.0010662524487033357	158.5877305991396	0.21825546648072336	0.28808810683484165	0.28708642664968814	0.20657000003474707	9.649926584292244	-1138.8425564614133	-641.6559347179682
750000	102.49446924268223	0.014704514301739961	-1482.234904092527	33.93722526104533	304.7292719362391	-1786.964176028766	1.3662801666181973E-4	5.286170632942233E-4	6.017983314781524E-4	0.0011200029096783376	7.088697310487684E-4	8.292257058424583E-4	5.903400065173779E-4	2.464647633052062E-4	3.6717653579313825E-4	8.835840594307704E-4	2.752322519630348E-4	4.407491916941588E-4	4.231606827404484E-4	3.1051549405731153E-4	6.015647201952799E-4	6.14503859734864E-4	4.502231180611313E-4	2.66434571568998E-4	1.8535207879948897E-4	4.422575292484913E-4	2.343583387646731E-4	1.851761191188646E-4	2.193699636308658E-5	3.670698938893182E-4	9.574943821024211E-5	1.821175753789017E-4	168.60321594600592	0.0444380722590057	0.015496643442906516	32.068160183656275	0.27488404303414077	0.21082362751070288	0.26241782562347776	0.25187450383167875	0.3155230130947601	0.014934997126987216	52.11338755762865	0.19216877784485348	0.2991104519006274	0.28403275717024584	0.22468801308427344	0.990779083641487	-1140.6795250108134	-646.2846510179523
